x,y,species cloglog values
484.0,484.0,0.067518674
485.0,485.0,0.092511825
486.0,486.0,0.25098178
487.0,487.0,0.08605843
488.0,488.0,0.0720129
489.0,489.0,0.05565784
490.0,490.0,0.079463735
491.0,491.0,0.040964272
492.0,492.0,3.494053E-4
493.0,493.0,0.031665526
494.0,494.0,0.11071428
495.0,495.0,0.0028120314
496.0,496.0,9.02241E-4
497.0,497.0,6.2852126E-4
498.0,498.0,2.2003462E-4
499.0,499.0,3.5928428E-4
500.0,500.0,0.0020811746
501.0,501.0,0.005587722
502.0,502.0,0.079690434
503.0,503.0,0.77659625
504.0,504.0,0.037113443
505.0,505.0,0.005917093
506.0,506.0,0.0034495778
507.0,507.0,0.0020144577
508.0,508.0,5.8339984E-4
509.0,509.0,0.0026405856
510.0,510.0,0.0052701104
511.0,511.0,0.008990237
512.0,512.0,0.040135995
513.0,513.0,0.36809558
514.0,514.0,0.17030287
515.0,515.0,0.3653094
516.0,516.0,0.27066457
517.0,517.0,0.6694849
518.0,518.0,0.49383914
519.0,519.0,0.09722869
520.0,520.0,0.20833543
521.0,521.0,0.24093702
522.0,522.0,0.47306535
523.0,523.0,0.17089947
524.0,524.0,0.050445236
525.0,525.0,0.015450738
526.0,526.0,0.03541312
527.0,527.0,0.09384089
528.0,528.0,0.041129746
529.0,529.0,0.032055624
530.0,530.0,0.10586893
531.0,531.0,0.45422876
532.0,532.0,0.48572943
533.0,533.0,0.20521219
534.0,534.0,0.05625708
535.0,535.0,0.017836325
536.0,536.0,0.012481577
537.0,537.0,0.09483075
538.0,538.0,0.008892786
539.0,539.0,0.0014756814
540.0,540.0,2.658863E-4
541.0,541.0,0.0013666229
542.0,542.0,0.005593633
543.0,543.0,0.094632365
544.0,544.0,0.00725956
545.0,545.0,0.0048420243
546.0,546.0,1.7177864E-4
547.0,547.0,1.309021E-4
548.0,548.0,5.265836E-4
549.0,549.0,0.0038823823
550.0,550.0,0.016791286
551.0,551.0,0.115586326
552.0,552.0,0.43264538
553.0,553.0,0.15909055
554.0,554.0,0.022548275
555.0,555.0,0.0012643008
556.0,556.0,0.0076244143
557.0,557.0,0.013068572
558.0,558.0,0.013484168
559.0,559.0,0.05635659
560.0,560.0,0.0894089
561.0,561.0,0.5556332
562.0,562.0,0.03312903
563.0,563.0,0.05080618
564.0,564.0,0.074242204
565.0,565.0,0.024037486
566.0,566.0,0.012619344
567.0,567.0,0.03989665
568.0,568.0,0.27421093
569.0,569.0,0.08519685
570.0,570.0,0.036039334
571.0,571.0,0.006019978
572.0,572.0,0.013651018
573.0,573.0,0.3074274
574.0,574.0,0.5127481
575.0,575.0,0.46941552
576.0,576.0,0.72770196
577.0,577.0,0.32003936
578.0,578.0,0.2360696
579.0,579.0,0.07439388
580.0,580.0,0.43059108
581.0,581.0,0.28878924
582.0,582.0,0.03272566
583.0,583.0,0.21292306
584.0,584.0,0.06383436
585.0,585.0,5.380141E-4
586.0,586.0,2.43943E-4
587.0,587.0,0.001362826
588.0,588.0,3.850801E-5
589.0,589.0,2.2799037E-4
590.0,590.0,0.0012955669
591.0,591.0,0.038329136
592.0,592.0,0.1717694
593.0,593.0,0.05385173
594.0,594.0,0.0038979957
595.0,595.0,4.036474E-4
596.0,596.0,8.449765E-5
597.0,597.0,3.2659553E-4
598.0,598.0,0.0012603496
599.0,599.0,0.2000432
600.0,600.0,0.50983757
601.0,601.0,0.04662264
602.0,602.0,0.006965725
603.0,603.0,0.0255684
604.0,604.0,0.13376045
605.0,605.0,0.06320031
606.0,606.0,0.0735275
607.0,607.0,0.27914968
608.0,608.0,0.17171739
609.0,609.0,0.5766296
610.0,610.0,0.39037448
611.0,611.0,0.472529
612.0,612.0,0.4170955
613.0,613.0,0.09413227
614.0,614.0,0.03423755
615.0,615.0,0.004954911
616.0,616.0,0.015605057
617.0,617.0,0.33629948
618.0,618.0,0.5114547
619.0,619.0,0.37916675
620.0,620.0,0.36102554
621.0,621.0,0.106703624
622.0,622.0,0.328965
623.0,623.0,0.084460124
624.0,624.0,0.031810895
625.0,625.0,0.20816204
626.0,626.0,0.1939846
627.0,627.0,0.09109703
628.0,628.0,0.28139833
629.0,629.0,0.029624376
630.0,630.0,0.06252246
631.0,631.0,0.008154853
632.0,632.0,0.024778757
633.0,633.0,0.020576434
634.0,634.0,2.1987044E-5
635.0,635.0,8.0867794E-5
636.0,636.0,8.0769864E-4
637.0,637.0,0.0038672143
638.0,638.0,0.020728886
639.0,639.0,0.034670126
640.0,640.0,0.096972145
641.0,641.0,0.05367972
642.0,642.0,0.006927455
643.0,643.0,4.2842576E-4
644.0,644.0,2.5982986E-4
645.0,645.0,0.0010310324
646.0,646.0,0.0043761972
647.0,647.0,0.003398213
648.0,648.0,0.07437024
649.0,649.0,0.05857239
650.0,650.0,0.080159955
651.0,651.0,0.06603346
652.0,652.0,0.015873404
653.0,653.0,0.117263734
654.0,654.0,0.5602353
655.0,655.0,0.11523638
656.0,656.0,0.11585766
657.0,657.0,0.14088686
658.0,658.0,0.037068486
659.0,659.0,0.009835253
660.0,660.0,0.13766448
661.0,661.0,0.27482015
662.0,662.0,0.4453105
663.0,663.0,0.059086747
664.0,664.0,0.069970906
665.0,665.0,0.016647734
666.0,666.0,0.08120032
667.0,667.0,0.11938125
668.0,668.0,0.009477073
669.0,669.0,0.008460545
670.0,670.0,0.721136
671.0,671.0,0.4094802
672.0,672.0,0.39281738
673.0,673.0,0.044452146
674.0,674.0,0.22336479
675.0,675.0,0.23475204
676.0,676.0,0.13157298
677.0,677.0,0.6512065
678.0,678.0,0.030989006
679.0,679.0,0.0059339046
680.0,680.0,0.004042222
681.0,681.0,0.02191596
682.0,682.0,0.047572535
683.0,683.0,1.8929357E-4
684.0,684.0,3.7252033E-4
685.0,685.0,0.012818199
686.0,686.0,0.09125288
687.0,687.0,0.0019321889
688.0,688.0,4.091642E-4
689.0,689.0,1.0793203E-4
690.0,690.0,5.5814842E-5
691.0,691.0,3.694484E-4
692.0,692.0,0.0035315303
693.0,693.0,0.01689649
694.0,694.0,0.4684397
695.0,695.0,0.541294
696.0,696.0,0.19390395
697.0,697.0,0.59885603
698.0,698.0,0.099230215
699.0,699.0,0.57602847
700.0,700.0,0.036842383
701.0,701.0,0.020310424
702.0,702.0,0.010830219
703.0,703.0,0.03303526
704.0,704.0,0.035648882
705.0,705.0,0.026219646
706.0,706.0,0.007519691
707.0,707.0,0.004591627
708.0,708.0,0.007535999
709.0,709.0,0.44151196
710.0,710.0,0.043383557
711.0,711.0,0.00803329
712.0,712.0,0.095332965
713.0,713.0,0.038289312
714.0,714.0,0.11088003
715.0,715.0,0.23840405
716.0,716.0,0.20737168
717.0,717.0,0.025622468
718.0,718.0,0.009056921
719.0,719.0,0.010870305
720.0,720.0,0.0028451714
721.0,721.0,0.013018312
722.0,722.0,0.1763118
723.0,723.0,0.026983334
724.0,724.0,0.02017202
725.0,725.0,3.3280754E-5
726.0,726.0,2.327929E-4
727.0,727.0,0.0013403285
728.0,728.0,0.022817653
729.0,729.0,0.06785169
730.0,730.0,0.11160819
731.0,731.0,0.0022919502
732.0,732.0,7.043628E-4
733.0,733.0,2.0473369E-4
734.0,734.0,4.5171935E-5
735.0,735.0,0.0014351031
736.0,736.0,0.016519105
737.0,737.0,0.22003107
738.0,738.0,0.2613736
739.0,739.0,0.5637141
